conceptId,domain,subdomain,concept,objectiveId,learningObjective,questionType,difficulty,examWeight,marylandSpecific,questionTarget,status,sourceBasis,generationPrompt
md-lh-0232,Life Insurance,Life Taxation,Surrender taxation,md-lh-0232-obj-1,Define Surrender taxation and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Surrender taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0232,Life Insurance,Life Taxation,Surrender taxation,md-lh-0232-obj-2,Identify Surrender taxation when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Surrender taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0232,Life Insurance,Life Taxation,Surrender taxation,md-lh-0232-obj-3,"Compare Surrender taxation with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Surrender taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0232,Life Insurance,Life Taxation,Surrender taxation,md-lh-0232-obj-4,"Determine whether Surrender taxation is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Surrender taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0232,Life Insurance,Life Taxation,Surrender taxation,md-lh-0232-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Surrender taxation.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Surrender taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0232,Life Insurance,Life Taxation,Surrender taxation,md-lh-0232-obj-6,"Apply Maryland-specific or federal rules that may affect Surrender taxation, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Surrender taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0233,Life Insurance,Life Taxation,Dividend taxation,md-lh-0233-obj-1,Define Dividend taxation and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Dividend taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0233,Life Insurance,Life Taxation,Dividend taxation,md-lh-0233-obj-2,Identify Dividend taxation when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Dividend taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0233,Life Insurance,Life Taxation,Dividend taxation,md-lh-0233-obj-3,"Compare Dividend taxation with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Dividend taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0233,Life Insurance,Life Taxation,Dividend taxation,md-lh-0233-obj-4,"Determine whether Dividend taxation is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Dividend taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0233,Life Insurance,Life Taxation,Dividend taxation,md-lh-0233-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Dividend taxation.",Trap/Distractor,Hard,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Dividend taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0233,Life Insurance,Life Taxation,Dividend taxation,md-lh-0233-obj-6,"Apply Maryland-specific or federal rules that may affect Dividend taxation, when applicable.",Maryland/Federal Rule,Prometric,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Dividend taxation' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0234,Life Insurance,Life Taxation,Modified endowment contract,md-lh-0234-obj-1,Define Modified endowment contract and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Modified endowment contract' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0234,Life Insurance,Life Taxation,Modified endowment contract,md-lh-0234-obj-2,Identify Modified endowment contract when it appears in a realistic client or producer scenario.,Scenario,Moderate,High,No,30,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Modified endowment contract' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0234,Life Insurance,Life Taxation,Modified endowment contract,md-lh-0234-obj-3,"Compare Modified endowment contract with closely related terms, products, provisions, or regulations.",Comparison,Moderate,High,No,15,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Modified endowment contract' under Life Insurance > Life Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
